timestamp,hour,day_of_week,day_of_month,month,year,is_weekend,is_working_day,temperature,humidity,occupancy,HVAC_load,lighting_load,equipment_load,total_power,energy
2021-01-01 00:00:00,0,4,1,1,2021,0,0,2.4578944000897276,78.41485023012278,0.06900753716594321,11.002102244010446,3.035113057489148,6.380150743318865,20.417366044818458,20.417366044818458
2021-01-01 01:00:00,1,4,1,1,2021,0,0,0.39334437873543704,83.43131213790902,0.05484626458197127,12.013137839864706,2.822693968729569,6.096925291639425,20.9327571002337,20.9327571002337
2021-01-01 02:00:00,2,4,1,1,2021,0,0,1.4657479447560435,86.95075942888437,0.06878380080141112,12.055172648951418,3.031757012021167,6.375676016028223,21.46260567700081,21.46260567700081
2021-01-01 03:00:00,3,4,1,1,2021,0,0,3.0460597128160507,79.40257111630959,0.031215689820864853,11.049706354125805,2.468235347312973,5.624313796417297,19.142255497856077,19.142255497856077
2021-01-01 04:00:00,4,4,1,1,2021,0,0,-0.2979358808920134,74.5336406665908,0.035498378276184676,13.162226776361903,2.5324756741427703,5.7099675655236934,21.404670016028366,21.404670016028366
2021-01-01 05:00:00,5,4,1,1,2021,0,0,0.20159906717944615,82.96401860347494,0.04306843157160391,12.720539322216702,2.6460264735740586,5.861368631432078,21.227934427222838,21.227934427222838
2021-01-01 06:00:00,6,4,1,1,2021,0,0,4.622891725082045,65.5475779434821,0.021206516579726945,9.571953880863603,2.3180977486959042,5.424130331594539,17.31418196115405,17.31418196115405
2021-01-01 07:00:00,7,4,1,1,2021,0,0,4.034869458305818,73.63286771835276,0.07848170053862324,11.8665405483737,3.177225508079349,6.5696340107724644,21.613400067225513,21.613400067225513
2021-01-01 08:00:00,8,4,1,1,2021,0,1,2.766956002617492,73.33342199717295,0.8352607271758862,28.56542610220066,7.011564363055317,21.705214543517723,57.2822050087737,57.2822050087737
2021-01-01 09:00:00,9,4,1,1,2021,0,1,6.085120087171929,70.9230725710497,0.8524351667934313,22.735557916065197,7.114611000760589,22.048703335868627,51.89887225269442,51.89887225269442
2021-01-01 10:00:00,10,4,1,1,2021,0,1,5.367259839887679,64.40139938122844,0.8578401718053128,23.82042405917114,7.147041030831877,22.156803436106255,53.124268526109276,53.124268526109276
2021-01-01 11:00:00,11,4,1,1,2021,0,1,6.568540492859486,63.175293878869645,0.759653297827993,21.30587416117073,6.5579197869679575,20.19306595655986,48.05685990469855,48.05685990469855
2021-01-01 12:00:00,12,4,1,1,2021,0,1,9.019458449064807,64.2240502513072,0.8428264665785895,20.509810451160163,7.056958799471538,21.85652933157179,49.423298582203486,49.423298582203486
2021-01-01 13:00:00,13,4,1,1,2021,0,1,5.503566529606597,70.63203466866689,0.810664826092004,23.374098596072976,6.863988956552024,21.21329652184008,51.45138407446508,51.45138407446508
2021-01-01 14:00:00,14,4,1,1,2021,0,1,6.379793466419275,68.30133440596417,0.7436808048812739,21.601370896808454,6.462084829287643,19.87361609762548,47.93707182372158,47.93707182372158
2021-01-01 15:00:00,15,4,1,1,2021,0,1,8.875424941518055,73.93912507781897,0.6903097504066558,16.758553952521847,6.141858502439935,18.806195008133116,41.7066074630949,41.7066074630949
2021-01-01 16:00:00,16,4,1,1,2021,0,1,7.803966890776493,70.4122602861234,0.7676438162845731,20.29292656831046,6.605862897707438,20.35287632569146,47.25166579170936,47.25166579170936
2021-01-01 17:00:00,17,4,1,1,2021,0,1,9.958621684112742,67.0430247726278,0.7932490205485778,18.028462913737986,6.759494123291467,20.864980410971555,45.65293744800101,45.65293744800101
2021-01-01 18:00:00,18,4,1,1,2021,0,1,6.719485754890316,68.00920966085447,0.8686835736586882,22.472373601705552,15.030253604880324,22.373671473173765,59.87629867975964,59.87629867975964
2021-01-01 19:00:00,19,4,1,1,2021,0,0,4.675392597329417,66.02775190560337,0.06861905070325015,10.245218893848932,3.029285760548752,6.372381014065003,19.646885668462687,19.646885668462687
2021-01-01 20:00:00,20,4,1,1,2021,0,0,9.225392763355712,66.14130693076157,0.035940260103952515,9.096873447788717,2.5391039015592876,5.71880520207905,17.354782551427054,17.354782551427054
2021-01-01 21:00:00,21,4,1,1,2021,0,0,4.548447399026929,82.21367873220933,0.09777973422882598,11.38678894095414,3.4666960134323896,6.9555946845765195,21.80907963896305,21.80907963896305
2021-01-01 22:00:00,22,4,1,1,2021,0,0,3.840961183863244,75.3604563636259,0.026811641669581398,10.667937535915659,2.402174625043721,5.536232833391628,18.606344994351005,18.606344994351005
2021-01-01 23:00:00,23,4,1,1,2021,0,0,-0.3494963724269122,86.09020669481649,0.07432715722001629,13.718875723403823,3.1149073583002442,6.486543144400326,23.32032622610439,23.32032622610439
2021-01-02 00:00:00,0,5,2,1,2021,1,0,0.37570064501689693,85.63340346772227,0.07959382381769041,13.488492613579062,3.1939073572653562,6.591876476353808,23.274276447198226,23.274276447198226
2021-01-02 01:00:00,1,5,2,1,2021,1,0,0.8917181604975385,81.46012905399375,0.03819625684119243,12.243351042243555,2.5729438526178865,5.763925136823849,20.58022003168529,20.58022003168529
2021-01-02 02:00:00,2,5,2,1,2021,1,0,-2.131616286289947,84.2987942881051,0.06214689922240734,14.459270044903157,2.93220348833611,6.2429379844481465,23.634411517687415,23.634411517687415
2021-01-02 03:00:00,3,5,2,1,2021,1,0,0.7513960366913439,73.93424854141462,0.04635256396183652,12.245886812344223,2.6952884594275477,5.92705127923673,20.8682265510085,20.8682265510085
2021-01-02 04:00:00,4,5,2,1,2021,1,0,-1.0309065112829514,80.50412405920056,0.0701051356359642,13.912842552340267,3.051577034539463,6.402102712719284,23.366522299599012,23.366522299599012
